incident_id,line_id,station_id,incident_type,severity,description,start_datetime,end_datetime,duration_minutes,passengers_affected,status
INC0076,L029,,door_malfunction,critical,Incident reported on the network requiring attention.,2025-05-22 07:49:57,2024-07-28 17:09:27,225,22479,resolved
INC0077,L054,ST0046,medical_emergency,minor,Incident reported on the network requiring attention.,2024-09-07 07:36:03,2025-06-18 21:59:40,58,38191,resolved
INC0078,L027,ST0030,suspicious_package,moderate,Incident reported on the network requiring attention.,2025-12-03 17:57:55,2025-09-14 22:14:00,229,38,resolved
INC0079,L051,,passenger_incident,moderate,Incident reported on the network requiring attention.,2024-07-14 06:11:56,2025-01-03 05:03:53,148,35669,resolved
INC0080,L054,ST0038,passenger_incident,major,Incident reported on the network requiring attention.,2025-03-22 14:07:21,2024-12-03 07:04:28,178,22463,ongoing
INC0081,L002,,overcrowding,moderate,Incident reported on the network requiring attention.,2024-09-11 20:51:35,2024-02-21 15:43:08,219,23304,resolved
INC0082,L014,,rolling_stock_issue,minor,Incident reported on the network requiring attention.,2024-02-24 09:02:59,2025-08-10 14:17:05,88,18775,resolved
INC0083,L002,,power_outage,major,Incident reported on the network requiring attention.,2025-06-06 06:13:27,2024-07-31 13:19:16,176,24338,resolved
INC0084,L055,ST0091,suspicious_package,minor,Incident reported on the network requiring attention.,2024-07-02 14:31:06,2024-01-28 07:22:09,191,7499,under_investigation
INC0085,L030,ST0121,power_outage,major,Incident reported on the network requiring attention.,2024-06-29 13:16:43,2024-06-11 16:40:52,131,40544,ongoing
INC0086,L040,ST0187,track_fault,critical,Incident reported on the network requiring attention.,2024-03-25 13:04:33,2024-06-06 22:21:26,101,74,under_investigation
INC0087,L021,ST0177,overcrowding,major,Incident reported on the network requiring attention.,2024-07-24 07:09:55,2025-01-08 14:14:36,49,45065,resolved
INC0088,L005,,suspicious_package,minor,Incident reported on the network requiring attention.,2024-04-14 15:32:46,2024-01-20 06:48:11,72,45892,resolved
INC0089,L002,ST0126,passenger_incident,moderate,Incident reported on the network requiring attention.,2025-01-03 15:47:09,2025-12-18 13:12:39,187,13853,resolved
INC0090,L015,,medical_emergency,critical,Incident reported on the network requiring attention.,2024-01-20 20:21:08,2024-03-10 14:19:25,182,4624,ongoing
INC0091,L007,ST0108,passenger_incident,moderate,Incident reported on the network requiring attention.,2024-04-29 20:50:47,2025-02-19 21:06:53,125,47625,resolved
INC0092,L017,ST0244,door_malfunction,minor,Incident reported on the network requiring attention.,2024-03-08 05:18:13,2025-09-13 21:52:00,192,34781,resolved
INC0093,L015,,weather_disruption,major,Incident reported on the network requiring attention.,2024-10-01 05:27:00,2025-11-24 13:32:11,131,16679,resolved
INC0094,L001,ST0151,door_malfunction,major,Incident reported on the network requiring attention.,2024-06-23 10:36:34,2025-03-12 18:12:09,47,22759,resolved
INC0095,L049,ST0133,medical_emergency,major,Incident reported on the network requiring attention.,2025-05-26 14:59:19,2024-09-06 15:17:58,13,35089,resolved
INC0096,L010,ST0083,medical_emergency,moderate,Incident reported on the network requiring attention.,2024-11-29 14:16:28,2024-10-19 20:11:40,32,18226,under_investigation
INC0097,L041,ST0114,strike_action,moderate,Incident reported on the network requiring attention.,2024-03-19 08:27:23,2024-11-02 15:15:35,166,24584,ongoing
INC0098,L055,ST0115,trespasser_on_track,moderate,Incident reported on the network requiring attention.,2025-05-05 14:59:50,2024-07-18 08:39:54,101,27412,resolved
INC0099,L052,ST0089,strike_action,critical,Incident reported on the network requiring attention.,2024-06-10 23:59:15,2024-02-23 11:43:56,78,25380,resolved
INC0100,L039,ST0176,trespasser_on_track,moderate,Incident reported on the network requiring attention.,2024-05-05 14:54:07,2024-07-04 15:45:38,227,16686,ongoing
INC0101,L048,ST0030,overcrowding,minor,Incident reported on the network requiring attention.,2024-08-29 09:27:07,2024-12-10 15:00:55,156,35735,resolved
INC0102,L035,ST0052,passenger_incident,minor,Incident reported on the network requiring attention.,2025-11-11 05:24:24,2024-10-05 07:17:13,36,18463,ongoing
INC0103,L004,ST0018,signal_failure,critical,Incident reported on the network requiring attention.,2024-02-10 14:45:29,2025-06-30 19:43:03,133,35879,resolved
INC0104,L019,ST0087,weather_disruption,moderate,Incident reported on the network requiring attention.,2024-07-19 13:56:37,2025-08-06 19:57:10,132,17938,under_investigation
INC0105,L001,,passenger_incident,moderate,Incident reported on the network requiring attention.,2024-02-21 16:14:05,2024-09-18 19:59:48,172,46628,resolved
INC0106,L042,ST0087,signal_failure,critical,Incident reported on the network requiring attention.,2025-04-17 11:33:12,2024-12-06 13:35:12,129,11235,resolved
INC0107,L014,ST0032,track_fault,minor,Incident reported on the network requiring attention.,2025-03-18 05:50:05,2025-11-16 07:59:08,113,42481,ongoing
INC0108,L015,,passenger_incident,moderate,Incident reported on the network requiring attention.,2024-09-01 17:18:07,2025-06-19 12:33:55,227,45351,resolved
INC0109,L038,,passenger_incident,minor,Incident reported on the network requiring attention.,2024-06-02 23:55:29,2025-03-19 19:51:39,194,45546,ongoing
INC0110,L016,ST0088,power_outage,moderate,Incident reported on the network requiring attention.,2025-12-14 11:33:58,2025-12-27 19:57:47,123,37401,resolved
INC0111,L015,ST0071,rolling_stock_issue,moderate,Incident reported on the network requiring attention.,2025-08-21 10:15:19,2024-01-11 18:23:48,139,35477,ongoing
INC0112,L005,ST0226,overcrowding,critical,Incident reported on the network requiring attention.,2024-08-21 15:39:18,2025-12-08 20:31:10,102,19217,resolved
INC0113,L004,ST0120,weather_disruption,moderate,Incident reported on the network requiring attention.,2024-07-07 05:15:35,2025-11-13 16:26:47,239,48663,resolved
INC0114,L048,,strike_action,moderate,Incident reported on the network requiring attention.,2025-07-26 18:47:25,2024-07-23 05:21:28,109,29858,resolved
INC0115,L017,ST0117,passenger_incident,major,Incident reported on the network requiring attention.,2024-05-01 06:45:03,2024-01-31 20:32:00,47,21793,resolved
INC0116,L011,ST0097,track_fault,moderate,Incident reported on the network requiring attention.,2024-09-27 09:20:33,2024-11-21 19:36:58,235,46076,resolved
INC0117,L041,,signal_failure,major,Incident reported on the network requiring attention.,2025-10-31 10:40:16,2024-04-02 09:11:50,160,43500,resolved
INC0118,L037,,power_outage,minor,Incident reported on the network requiring attention.,2025-06-20 07:33:08,2024-02-20 23:59:57,121,5542,under_investigation
INC0119,L010,ST0084,weather_disruption,major,Incident reported on the network requiring attention.,2024-11-03 08:51:58,2024-02-28 15:33:50,207,32769,resolved
INC0120,L012,,passenger_incident,moderate,Incident reported on the network requiring attention.,2025-01-01 23:43:42,2025-10-14 17:29:39,237,16346,under_investigation
INC0121,L010,ST0128,overcrowding,major,Incident reported on the network requiring attention.,2024-04-24 11:35:20,2024-08-14 13:10:31,86,24457,ongoing
INC0122,L032,,weather_disruption,moderate,Incident reported on the network requiring attention.,2025-07-09 18:38:20,2024-08-27 12:26:08,82,8553,resolved
INC0123,L023,ST0177,track_fault,moderate,Incident reported on the network requiring attention.,2024-07-11 13:00:56,2024-01-06 10:15:23,45,49411,resolved
INC0124,L038,,power_outage,major,Incident reported on the network requiring attention.,2024-12-21 06:49:56,2024-10-03 05:06:46,125,29171,resolved
INC0125,L029,ST0147,track_fault,moderate,Incident reported on the network requiring attention.,2025-11-07 11:32:42,2025-09-06 16:04:31,193,5155,resolved
INC0126,L051,,rolling_stock_issue,major,Incident reported on the network requiring attention.,2024-03-05 15:39:37,2024-03-28 09:47:48,130,39819,resolved
INC0127,L003,ST0173,strike_action,critical,Incident reported on the network requiring attention.,2024-12-25 14:16:37,2024-09-25 14:02:06,196,10251,under_investigation
INC0128,L031,ST0076,overcrowding,critical,Incident reported on the network requiring attention.,2025-03-18 06:47:58,2025-07-04 22:31:32,97,16615,resolved
INC0129,L039,ST0151,signal_failure,minor,Incident reported on the network requiring attention.,2025-12-23 22:41:38,2024-10-05 20:14:43,192,13464,resolved
INC0130,L024,,signal_failure,critical,Incident reported on the network requiring attention.,2025-02-07 06:29:47,2024-09-03 17:57:31,201,2229,ongoing
INC0131,L005,,strike_action,minor,Incident reported on the network requiring attention.,2024-08-16 22:38:46,2024-10-21 15:33:49,74,18681,resolved
INC0132,L045,ST0190,passenger_incident,minor,Incident reported on the network requiring attention.,2025-02-21 20:57:45,2025-01-22 23:50:27,217,15000,ongoing
INC0133,L032,ST0167,power_outage,minor,Incident reported on the network requiring attention.,2025-08-05 16:40:21,2024-05-30 08:21:46,103,6186,under_investigation
INC0134,L052,ST0235,passenger_incident,minor,Incident reported on the network requiring attention.,2025-08-17 22:51:18,2025-01-18 09:35:55,200,44649,resolved
INC0135,L051,ST0171,trespasser_on_track,minor,Incident reported on the network requiring attention.,2025-12-05 17:36:22,2024-02-17 14:22:52,39,4817,resolved
INC0136,L039,ST0164,signal_failure,critical,Incident reported on the network requiring attention.,2024-09-05 15:41:33,2025-02-12 19:58:14,213,22507,ongoing
INC0137,L002,,door_malfunction,critical,Incident reported on the network requiring attention.,2024-08-23 11:56:04,2024-03-04 12:20:42,163,30605,resolved
INC0138,L016,ST0228,passenger_incident,minor,Incident reported on the network requiring attention.,2024-12-24 08:02:13,2024-05-13 09:51:17,83,8213,resolved
INC0139,L055,ST0139,strike_action,moderate,Incident reported on the network requiring attention.,2024-10-19 14:02:29,2025-02-18 10:12:22,87,44243,under_investigation
INC0140,L004,ST0019,track_fault,moderate,Incident reported on the network requiring attention.,2024-07-27 06:29:51,2024-11-16 23:49:08,44,3614,resolved
INC0141,L003,ST0019,door_malfunction,moderate,Incident reported on the network requiring attention.,2025-03-28 13:03:02,2025-07-05 14:06:00,93,4032,resolved
INC0142,L045,ST0057,medical_emergency,minor,Incident reported on the network requiring attention.,2025-03-25 05:07:38,2025-05-07 06:03:36,69,46289,resolved
INC0143,L036,,rolling_stock_issue,critical,Incident reported on the network requiring attention.,2024-03-11 08:27:48,2025-01-20 21:00:02,83,27911,under_investigation
INC0144,L037,ST0068,medical_emergency,critical,Incident reported on the network requiring attention.,2024-12-01 09:39:38,2024-03-15 18:52:45,125,8872,resolved
INC0145,L006,ST0014,strike_action,critical,Incident reported on the network requiring attention.,2024-08-13 16:34:24,2025-05-31 10:16:27,105,4082,under_investigation
INC0146,L054,ST0099,track_fault,moderate,Incident reported on the network requiring attention.,2025-12-30 07:03:08,2025-06-06 07:25:07,116,20886,resolved
INC0147,L018,,suspicious_package,major,Incident reported on the network requiring attention.,2025-07-26 14:25:48,2024-05-06 09:00:59,36,48113,under_investigation
INC0148,L046,ST0113,trespasser_on_track,moderate,Incident reported on the network requiring attention.,2024-04-09 13:35:43,2024-11-03 09:48:45,59,42567,resolved
INC0149,L003,ST0170,medical_emergency,major,Incident reported on the network requiring attention.,2024-10-11 19:13:18,2024-11-09 07:20:12,114,20817,resolved
INC0150,L051,ST0005,signal_failure,minor,Incident reported on the network requiring attention.,2024-09-13 06:28:37,2025-11-11 11:06:48,128,43272,resolved
INC0151,L007,ST0233,passenger_incident,moderate,Incident reported on the network requiring attention.,2025-01-25 05:49:27,2024-06-18 15:57:05,45,34031,under_investigation
INC0152,L013,ST0024,door_malfunction,minor,Incident reported on the network requiring attention.,2024-05-26 14:45:57,2024-01-30 07:41:38,41,42258,under_investigation
INC0153,L020,ST0166,suspicious_package,critical,Incident reported on the network requiring attention.,2024-12-15 09:15:21,2024-04-10 11:14:37,75,40795,resolved
INC0154,L033,ST0179,rolling_stock_issue,moderate,Incident reported on the network requiring attention.,2025-07-21 05:01:51,2024-08-19 11:17:26,107,30759,under_investigation
INC0155,L055,ST0140,medical_emergency,critical,Incident reported on the network requiring attention.,2024-10-19 19:06:27,2025-07-22 20:24:47,103,31380,under_investigation
INC0156,L009,,signal_failure,critical,Incident reported on the network requiring attention.,2024-10-29 16:18:09,2024-03-25 11:25:06,73,17063,ongoing
INC0157,L047,ST0040,strike_action,critical,Incident reported on the network requiring attention.,2025-06-01 20:41:21,2025-01-04 05:25:27,34,21995,resolved
INC0158,L021,ST0135,overcrowding,minor,Incident reported on the network requiring attention.,2025-01-19 17:51:18,2024-01-13 18:58:13,125,43467,resolved
INC0159,L050,,passenger_incident,moderate,Incident reported on the network requiring attention.,2025-10-17 23:44:00,2024-10-07 16:48:35,14,17218,resolved
INC0160,L019,ST0096,trespasser_on_track,major,Incident reported on the network requiring attention.,2025-11-28 09:51:02,2025-07-24 22:27:30,102,49104,resolved
INC0161,L014,ST0043,track_fault,moderate,Incident reported on the network requiring attention.,2024-11-17 07:20:30,2024-03-28 20:08:27,164,29269,resolved
INC0162,L002,ST0083,strike_action,major,Incident reported on the network requiring attention.,2024-10-18 17:10:58,2024-08-17 14:49:00,50,6512,ongoing
INC0163,L015,ST0064,medical_emergency,moderate,Incident reported on the network requiring attention.,2024-03-10 20:32:02,2025-08-26 17:17:29,190,36427,resolved
INC0164,L009,ST0115,track_fault,major,Incident reported on the network requiring attention.,2024-01-12 06:58:23,2025-04-02 16:04:43,230,9888,under_investigation
INC0165,L047,ST0106,rolling_stock_issue,minor,Incident reported on the network requiring attention.,2025-04-02 08:40:37,2025-08-26 15:46:47,175,27395,ongoing
INC0166,L005,ST0214,overcrowding,major,Incident reported on the network requiring attention.,2024-05-28 06:50:44,2024-03-12 23:40:19,221,10548,resolved
INC0167,L004,ST0201,rolling_stock_issue,minor,Incident reported on the network requiring attention.,2024-06-22 12:30:59,2025-09-07 15:27:30,50,29280,resolved
INC0168,L029,ST0007,medical_emergency,minor,Incident reported on the network requiring attention.,2025-01-29 22:34:44,2024-06-13 18:32:25,167,47413,resolved
INC0169,L030,ST0161,trespasser_on_track,critical,Incident reported on the network requiring attention.,2024-09-25 08:52:25,2024-08-28 08:27:07,73,33638,resolved
INC0170,L005,ST0132,strike_action,minor,Incident reported on the network requiring attention.,2025-08-15 09:15:11,2024-03-21 12:10:10,72,7297,ongoing
INC0171,L028,ST0215,strike_action,critical,Incident reported on the network requiring attention.,2025-03-26 21:58:25,2024-03-11 15:55:29,186,46738,resolved
INC0172,L044,ST0006,track_fault,major,Incident reported on the network requiring attention.,2024-02-15 10:40:09,2025-11-16 08:11:17,43,4170,under_investigation
INC0173,L026,ST0037,passenger_incident,critical,Incident reported on the network requiring attention.,2024-05-18 06:05:27,2024-01-13 23:06:59,64,25215,ongoing
INC0174,L041,ST0236,signal_failure,major,Incident reported on the network requiring attention.,2025-12-06 10:33:30,2024-08-02 07:53:16,83,17390,resolved
INC0175,L053,ST0039,strike_action,major,Incident reported on the network requiring attention.,2024-03-06 10:05:28,2025-11-17 07:34:28,126,46984,resolved
INC0176,L045,,strike_action,critical,Incident reported on the network requiring attention.,2025-09-14 12:03:28,2024-05-15 10:56:49,114,48962,resolved
INC0177,L045,,track_fault,critical,Incident reported on the network requiring attention.,2024-07-26 06:13:07,2024-11-09 10:06:45,197,37224,ongoing
INC0178,L006,ST0037,medical_emergency,critical,Incident reported on the network requiring attention.,2025-03-29 17:09:39,2025-12-14 19:01:55,158,29929,resolved
INC0179,L052,ST0169,rolling_stock_issue,major,Incident reported on the network requiring attention.,2024-10-20 17:14:51,2025-03-27 06:20:58,116,49221,under_investigation
INC0180,L017,,strike_action,minor,Incident reported on the network requiring attention.,2024-10-04 06:05:39,2024-06-19 06:33:40,113,31102,ongoing
INC0181,L052,,rolling_stock_issue,major,Incident reported on the network requiring attention.,2024-07-06 17:46:18,2025-12-28 06:47:46,234,4848,resolved
INC0182,L044,ST0238,strike_action,major,Incident reported on the network requiring attention.,2025-11-05 11:11:31,2025-04-18 15:52:18,114,21148,ongoing
INC0183,L045,ST0111,trespasser_on_track,moderate,Incident reported on the network requiring attention.,2024-12-09 21:16:10,2024-07-01 06:07:23,210,27306,ongoing
INC0184,L038,ST0048,weather_disruption,moderate,Incident reported on the network requiring attention.,2024-10-25 23:56:23,2025-06-28 16:38:56,59,4815,ongoing
INC0185,L052,ST0162,trespasser_on_track,moderate,Incident reported on the network requiring attention.,2024-06-01 22:07:36,2025-04-09 21:24:50,165,1908,resolved
INC0186,L006,ST0211,rolling_stock_issue,moderate,Incident reported on the network requiring attention.,2025-04-19 12:01:03,2025-05-03 05:31:53,52,4482,resolved
INC0187,L044,ST0033,weather_disruption,moderate,Incident reported on the network requiring attention.,2025-04-25 21:15:03,2024-05-15 06:07:28,37,27411,resolved
INC0188,L030,,rolling_stock_issue,minor,Incident reported on the network requiring attention.,2024-05-30 13:07:46,2024-07-03 05:09:04,148,31669,under_investigation
INC0189,L030,,strike_action,minor,Incident reported on the network requiring attention.,2024-11-19 05:39:34,2025-08-10 07:33:53,216,21555,resolved
INC0190,L022,ST0122,door_malfunction,minor,Incident reported on the network requiring attention.,2024-04-08 10:59:10,2025-08-10 09:52:20,164,2770,resolved
INC0191,L032,ST0120,overcrowding,minor,Incident reported on the network requiring attention.,2024-05-27 20:01:25,2024-03-11 18:53:02,90,49729,ongoing
INC0192,L053,ST0183,track_fault,minor,Incident reported on the network requiring attention.,2025-08-15 13:24:59,2025-02-15 16:09:25,61,5619,resolved
