line_id,so_id,product_id,quantity,unit_price,line_total
SOL000175,SO00452,PRD00044,54,101.64,5488.38
SOL000176,SO00072,PRD00006,25,1621.53,40538.19
SOL000177,SO00141,PRD00086,8,1983.51,15868.12
SOL000178,SO00412,PRD00046,42,2187.59,91878.95
SOL000179,SO00202,PRD00038,48,1536.1,73732.92
SOL000180,SO00444,PRD00029,95,697.73,66284.53
SOL000181,SO00074,PRD00063,47,1555.65,73115.55
SOL000182,SO00162,PRD00045,57,2555.31,145652.64
SOL000183,SO00466,PRD00032,126,2586.31,325875.15
SOL000184,SO00188,PRD00087,101,2136.61,215797.14
SOL000185,SO00385,PRD00050,158,328.12,51842.3
SOL000186,SO00211,PRD00034,136,2429.15,330364.77
SOL000187,SO00151,PRD00076,110,1060.86,116694.42
SOL000188,SO00143,PRD00074,74,2598.62,192297.98
SOL000189,SO00426,PRD00016,6,1515.63,9093.79
SOL000190,SO00321,PRD00018,81,1799.51,145760.43
SOL000191,SO00212,PRD00075,34,2163.83,73570.22
SOL000192,SO00215,PRD00042,99,639.76,63336.03
SOL000193,SO00171,PRD00015,37,2525.51,93443.84
SOL000194,SO00028,PRD00054,197,1926.89,379597.98
SOL000195,SO00230,PRD00054,183,2152.36,393881.68
SOL000196,SO00306,PRD00030,190,118.07,22433.43
SOL000197,SO00012,PRD00079,113,2301.93,260118.25
SOL000198,SO00111,PRD00033,176,1284.14,226008.41
SOL000199,SO00444,PRD00018,19,1874.45,35614.59
SOL000200,SO00057,PRD00039,112,2636.56,295295.27
SOL000201,SO00337,PRD00048,2,1976.09,3952.18
SOL000202,SO00404,PRD00026,75,2107.58,158068.6
SOL000203,SO00237,PRD00071,177,2464.41,436200.17
SOL000204,SO00359,PRD00086,187,1923.46,359686.88
SOL000205,SO00147,PRD00045,127,2401.05,304933.07
SOL000206,SO00238,PRD00018,96,1865.61,179098.34
SOL000207,SO00267,PRD00038,179,1636.55,292942.0
SOL000208,SO00235,PRD00004,53,1397.0,74040.85
SOL000209,SO00313,PRD00068,35,524.95,18373.29
SOL000210,SO00232,PRD00072,175,1590.6,278354.13
SOL000211,SO00484,PRD00019,199,29.51,5872.13
SOL000212,SO00228,PRD00083,188,2545.17,478491.09
SOL000213,SO00356,PRD00008,146,1031.46,150593.87
SOL000214,SO00139,PRD00041,17,1746.23,29685.88
SOL000215,SO00203,PRD00063,103,1467.03,151104.31
SOL000216,SO00228,PRD00002,102,406.32,41444.65
SOL000217,SO00323,PRD00029,172,715.27,123026.61
SOL000218,SO00442,PRD00067,110,384.2,42261.93
SOL000219,SO00058,PRD00009,36,2475.23,89108.29
SOL000220,SO00423,PRD00020,7,2065.54,14458.81
SOL000221,SO00431,PRD00007,185,2158.86,399389.9
SOL000222,SO00150,PRD00065,69,311.29,21478.79
SOL000223,SO00419,PRD00033,198,1313.07,259987.77
SOL000224,SO00279,PRD00027,53,652.69,34592.43
SOL000225,SO00109,PRD00055,116,1433.31,166264.14
SOL000226,SO00196,PRD00003,131,2291.18,300144.27
SOL000227,SO00354,PRD00070,155,2382.44,369277.79
SOL000228,SO00371,PRD00095,164,408.99,67074.55
SOL000229,SO00106,PRD00049,3,1721.34,5164.01
SOL000230,SO00328,PRD00087,65,2325.23,151140.16
SOL000231,SO00147,PRD00056,154,2342.65,360767.85
SOL000232,SO00288,PRD00048,108,2034.32,219706.41
SOL000233,SO00367,PRD00007,30,2271.16,68134.67
SOL000234,SO00075,PRD00034,160,2378.54,380567.02
SOL000235,SO00444,PRD00012,145,2383.62,345625.16
SOL000236,SO00192,PRD00007,168,2331.08,391621.78
SOL000237,SO00448,PRD00001,20,2209.66,44193.23
SOL000238,SO00170,PRD00038,101,1392.23,140615.22
SOL000239,SO00177,PRD00068,184,626.31,115240.87
SOL000240,SO00363,PRD00083,16,2322.22,37155.59
SOL000241,SO00025,PRD00028,135,2332.56,314895.4
SOL000242,SO00296,PRD00082,194,2698.03,523418.28
SOL000243,SO00019,PRD00037,66,2711.99,178991.09
SOL000244,SO00032,PRD00037,16,2439.06,39025.02
SOL000245,SO00033,PRD00045,104,2183.02,227033.69
SOL000246,SO00261,PRD00044,20,95.61,1912.28
SOL000247,SO00427,PRD00043,49,1082.36,53035.54
SOL000248,SO00336,PRD00014,71,2246.14,159475.87
SOL000249,SO00112,PRD00062,80,2255.43,180434.67
SOL000250,SO00181,PRD00065,13,318.31,4138.09
SOL000251,SO00320,PRD00082,4,2245.63,8982.53
SOL000252,SO00207,PRD00067,82,405.92,33285.78
SOL000253,SO00230,PRD00015,125,2540.31,317538.2
SOL000254,SO00231,PRD00071,68,1901.48,129300.64
SOL000255,SO00493,PRD00078,10,2320.68,23206.76
SOL000256,SO00237,PRD00085,27,1201.6,32443.23
SOL000257,SO00311,PRD00068,178,603.88,107490.91
SOL000258,SO00361,PRD00027,124,605.1,75032.28
SOL000259,SO00224,PRD00012,28,2041.16,57152.4
SOL000260,SO00476,PRD00050,109,376.51,41039.65
SOL000261,SO00265,PRD00055,29,1203.05,34888.37
SOL000262,SO00293,PRD00061,99,303.51,30047.12
SOL000263,SO00297,PRD00095,183,466.72,85408.89
SOL000264,SO00340,PRD00026,41,1848.18,75775.2
SOL000265,SO00244,PRD00006,185,1737.97,321523.63
SOL000266,SO00015,PRD00043,138,985.55,136005.55
SOL000267,SO00098,PRD00033,92,1206.74,111019.66
SOL000268,SO00035,PRD00076,90,1148.9,103401.28
SOL000269,SO00226,PRD00091,39,1873.28,73057.74
SOL000270,SO00127,PRD00047,62,348.54,21609.58
SOL000271,SO00297,PRD00084,152,2044.53,310769.16
SOL000272,SO00261,PRD00021,73,1130.54,82529.68
SOL000273,SO00205,PRD00085,37,1092.01,40404.34
SOL000274,SO00464,PRD00100,180,784.9,141281.46
SOL000275,SO00287,PRD00006,18,1926.62,34679.13
SOL000276,SO00277,PRD00035,109,1266.81,138081.9
SOL000277,SO00249,PRD00078,54,2209.99,119339.48
SOL000278,SO00448,PRD00100,52,677.71,35240.77
SOL000279,SO00404,PRD00066,88,74.05,6516.66
SOL000280,SO00462,PRD00060,46,100.78,4635.85
SOL000281,SO00197,PRD00056,152,2661.99,404622.96
SOL000282,SO00332,PRD00029,66,755.36,49853.87
SOL000283,SO00327,PRD00048,190,2301.14,437215.72
SOL000284,SO00085,PRD00041,33,1819.98,60059.34
SOL000285,SO00190,PRD00039,110,2117.13,232883.89
SOL000286,SO00123,PRD00001,140,2464.76,345065.73
SOL000287,SO00098,PRD00001,138,2783.93,384182.91
SOL000288,SO00474,PRD00061,33,343.0,11319.06
SOL000289,SO00432,PRD00002,164,439.31,72046.18
SOL000290,SO00425,PRD00029,143,880.25,125876.13
SOL000291,SO00433,PRD00022,124,269.9,33467.75
SOL000292,SO00241,PRD00059,192,1470.87,282406.86
SOL000293,SO00060,PRD00016,195,1604.75,312925.81
SOL000294,SO00072,PRD00041,33,1734.73,57246.18
SOL000295,SO00247,PRD00084,130,2126.46,276439.28
SOL000296,SO00102,PRD00001,200,2561.03,512205.41
SOL000297,SO00005,PRD00057,22,1111.65,24456.19
SOL000298,SO00025,PRD00019,184,35.1,6458.37
SOL000299,SO00073,PRD00025,76,1253.69,95280.29
SOL000300,SO00251,PRD00028,174,2476.6,430927.86
SOL000301,SO00179,PRD00095,169,461.69,78026.22
SOL000302,SO00421,PRD00089,170,181.7,30889.61
SOL000303,SO00241,PRD00013,194,1185.34,229955.59
SOL000304,SO00476,PRD00092,110,887.86,97664.98
SOL000305,SO00348,PRD00075,150,1978.66,296798.58
SOL000306,SO00056,PRD00049,94,1657.86,155838.69
SOL000307,SO00223,PRD00045,198,2191.92,433999.23
SOL000308,SO00395,PRD00059,105,1227.3,128866.18
SOL000309,SO00311,PRD00079,186,2364.2,439740.85
SOL000310,SO00269,PRD00031,50,2328.09,116404.71
SOL000311,SO00137,PRD00003,5,2615.79,13078.94
SOL000312,SO00188,PRD00020,42,2127.41,89351.17
SOL000313,SO00430,PRD00037,36,2971.67,106980.05
SOL000314,SO00195,PRD00088,183,1815.03,332150.3
SOL000315,SO00400,PRD00059,160,1191.66,190665.64
SOL000316,SO00356,PRD00024,33,2868.67,94666.12
SOL000317,SO00297,PRD00010,195,2348.14,457887.26
SOL000318,SO00320,PRD00091,4,1827.43,7309.7
SOL000319,SO00186,PRD00089,73,183.35,13384.44
SOL000320,SO00125,PRD00054,13,2318.81,30144.59
SOL000321,SO00172,PRD00064,164,1192.12,195506.91
SOL000322,SO00043,PRD00043,10,1150.81,11508.13
SOL000323,SO00050,PRD00006,18,1777.8,32000.43
SOL000324,SO00425,PRD00020,108,1626.25,175634.83
SOL000325,SO00259,PRD00005,35,2401.99,84069.5
SOL000326,SO00287,PRD00074,184,2248.77,413774.31
SOL000327,SO00134,PRD00060,87,104.22,9067.42
SOL000328,SO00443,PRD00072,53,1333.75,70688.65
SOL000329,SO00148,PRD00065,129,369.75,47698.24
SOL000330,SO00184,PRD00063,23,1402.44,32256.09
SOL000331,SO00056,PRD00037,147,2536.7,372895.35
SOL000332,SO00292,PRD00012,65,2052.43,133408.02
SOL000333,SO00497,PRD00091,130,2073.36,269537.27
SOL000334,SO00325,PRD00050,73,347.93,25399.0
SOL000335,SO00123,PRD00020,6,2095.21,12571.27
SOL000336,SO00047,PRD00064,178,1043.2,185690.19
SOL000337,SO00337,PRD00053,109,635.63,69283.32
SOL000338,SO00399,PRD00067,37,397.39,14703.59
SOL000339,SO00276,PRD00043,68,1185.56,80618.26
SOL000340,SO00304,PRD00022,185,248.89,46044.74
SOL000341,SO00066,PRD00038,1,1360.74,1360.74
SOL000342,SO00018,PRD00089,189,193.74,36616.13
SOL000343,SO00073,PRD00003,140,2453.8,343531.47
SOL000344,SO00026,PRD00012,78,2223.53,173435.26
SOL000345,SO00194,PRD00003,82,2233.02,183107.89
SOL000346,SO00013,PRD00072,197,1382.31,272315.0
SOL000347,SO00107,PRD00019,127,35.28,4480.63
SOL000348,SO00206,PRD00084,52,2022.39,105164.47
SOL000349,SO00451,PRD00083,179,2443.29,437348.69
SOL000350,SO00121,PRD00041,108,1806.0,195047.59
SOL000351,SO00466,PRD00028,98,2247.92,220296.52
SOL000352,SO00391,PRD00026,4,1672.54,6690.18
SOL000353,SO00030,PRD00008,185,847.13,156719.23
SOL000354,SO00027,PRD00068,153,608.95,93169.88
SOL000355,SO00034,PRD00071,114,2205.2,251392.79
SOL000356,SO00373,PRD00001,80,2739.51,219160.85
SOL000357,SO00273,PRD00006,45,1845.71,83057.07
SOL000358,SO00486,PRD00030,86,131.57,11314.74
SOL000359,SO00143,PRD00009,86,2258.81,194258.03
SOL000360,SO00483,PRD00077,194,1820.42,353161.34
SOL000361,SO00350,PRD00007,160,2196.28,351404.66
SOL000362,SO00026,PRD00034,181,2273.39,411483.76
SOL000363,SO00228,PRD00054,109,1903.56,207488.4
SOL000364,SO00395,PRD00054,101,1954.02,197356.48
SOL000365,SO00470,PRD00083,7,2303.17,16122.21
SOL000366,SO00416,PRD00011,36,462.32,16643.41
SOL000367,SO00346,PRD00082,110,2547.26,280198.86
SOL000368,SO00179,PRD00098,147,28.19,4144.22
SOL000369,SO00235,PRD00090,66,2112.41,139419.0
SOL000370,SO00434,PRD00001,89,2780.57,247470.43
SOL000371,SO00113,PRD00010,23,2188.13,50326.98
SOL000372,SO00179,PRD00088,141,2129.18,300214.75
SOL000373,SO00346,PRD00100,190,731.37,138959.73
SOL000374,SO00442,PRD00079,111,2245.99,249304.43
SOL000375,SO00104,PRD00078,115,2661.97,306126.92
SOL000376,SO00149,PRD00018,25,2129.91,53247.82
SOL000377,SO00064,PRD00096,79,1610.24,127208.81
SOL000378,SO00217,PRD00078,60,2555.78,153346.71
SOL000379,SO00209,PRD00094,92,1455.69,133923.7
SOL000380,SO00388,PRD00094,27,1359.07,36695.01
SOL000381,SO00249,PRD00055,123,1438.92,176987.22
SOL000382,SO00051,PRD00066,127,80.39,10209.49
SOL000383,SO00446,PRD00017,169,2254.18,380956.67
SOL000384,SO00415,PRD00028,105,2453.19,257584.46
SOL000385,SO00222,PRD00070,135,2732.64,368906.25
SOL000386,SO00342,PRD00046,7,1825.46,12778.24
SOL000387,SO00336,PRD00051,199,1422.54,283086.35
SOL000388,SO00083,PRD00059,103,1181.09,121652.04
SOL000389,SO00082,PRD00024,109,2565.54,279644.11
SOL000390,SO00228,PRD00066,177,81.23,14376.88
SOL000391,SO00292,PRD00090,177,1790.49,316916.99
SOL000392,SO00330,PRD00051,22,1485.46,32680.15
SOL000393,SO00419,PRD00042,44,577.02,25388.68
SOL000394,SO00470,PRD00083,155,2410.82,373676.61
SOL000395,SO00366,PRD00069,156,2131.61,332530.85
SOL000396,SO00150,PRD00075,150,1766.64,264995.9
SOL000397,SO00163,PRD00073,138,646.93,89276.17
SOL000398,SO00166,PRD00044,160,90.16,14424.92
SOL000399,SO00239,PRD00020,112,1795.85,201135.38
SOL000400,SO00309,PRD00064,98,1095.61,107369.77
SOL000401,SO00282,PRD00025,143,1149.38,164361.17
SOL000402,SO00380,PRD00069,7,2356.38,16494.66
SOL000403,SO00474,PRD00010,182,2840.21,516918.4
SOL000404,SO00149,PRD00016,198,1577.04,312254.57
SOL000405,SO00457,PRD00100,100,750.56,75056.23
SOL000406,SO00283,PRD00075,49,1946.37,95372.35
SOL000407,SO00489,PRD00018,152,2369.12,360106.88
SOL000408,SO00442,PRD00046,102,1981.03,202064.69
SOL000409,SO00048,PRD00069,137,2444.69,334922.37
SOL000410,SO00332,PRD00015,79,2331.82,184214.06
SOL000411,SO00021,PRD00008,167,937.3,156529.51
SOL000412,SO00023,PRD00001,184,2561.69,471350.62
SOL000413,SO00135,PRD00035,153,1368.9,209441.79
SOL000414,SO00093,PRD00067,115,427.5,49162.69
SOL000415,SO00456,PRD00063,90,1417.76,127598.35
SOL000416,SO00026,PRD00081,60,2700.33,162019.7
SOL000417,SO00397,PRD00019,151,29.08,4391.38
SOL000418,SO00064,PRD00014,188,2477.55,465778.79
SOL000419,SO00175,PRD00082,4,2217.19,8868.77
SOL000420,SO00260,PRD00051,161,1141.9,183845.94
SOL000421,SO00141,PRD00022,147,267.12,39266.29
SOL000422,SO00012,PRD00052,170,114.16,19406.76
SOL000423,SO00177,PRD00020,47,1709.02,80323.74
SOL000424,SO00436,PRD00025,105,1229.67,129115.36
SOL000425,SO00421,PRD00016,163,1632.03,266021.33
SOL000426,SO00197,PRD00022,11,214.42,2358.66
SOL000427,SO00488,PRD00064,164,1062.1,174184.49
SOL000428,SO00482,PRD00018,67,2266.29,151841.4
SOL000429,SO00464,PRD00050,167,350.94,58606.94
SOL000430,SO00072,PRD00034,180,2685.84,483451.77
SOL000431,SO00232,PRD00047,62,303.28,18803.29
SOL000432,SO00406,PRD00095,163,435.83,71040.07
SOL000433,SO00013,PRD00090,84,1958.68,164529.52
SOL000434,SO00401,PRD00089,24,200.67,4815.98
SOL000435,SO00391,PRD00036,79,383.78,30318.59
SOL000436,SO00340,PRD00077,95,2233.53,212185.57
SOL000437,SO00348,PRD00100,127,733.89,93204.39
SOL000438,SO00369,PRD00049,139,1744.31,242458.43
SOL000439,SO00404,PRD00027,93,595.98,55426.15
SOL000440,SO00130,PRD00048,57,2018.47,115053.03
SOL000441,SO00371,PRD00009,72,2154.96,155156.87
SOL000442,SO00220,PRD00071,138,2293.89,316557.46
SOL000443,SO00215,PRD00046,132,1890.99,249611.06
SOL000444,SO00383,PRD00035,130,1182.01,153660.65
SOL000445,SO00152,PRD00072,190,1596.92,303414.85
SOL000446,SO00339,PRD00046,168,2096.97,352290.4
SOL000447,SO00220,PRD00081,41,2857.58,117160.59
SOL000448,SO00427,PRD00064,56,1141.41,63918.79
SOL000449,SO00201,PRD00039,133,2257.99,300312.92
SOL000450,SO00079,PRD00004,170,1648.37,280222.47
SOL000451,SO00243,PRD00047,135,303.4,40959.48
SOL000452,SO00474,PRD00066,156,76.05,11863.09
SOL000453,SO00082,PRD00099,167,1399.63,233738.37
SOL000454,SO00412,PRD00079,144,2066.96,297642.9
SOL000455,SO00425,PRD00084,65,1789.84,116339.62
SOL000456,SO00447,PRD00094,111,1595.04,177049.63
SOL000457,SO00354,PRD00044,138,78.62,10849.2
SOL000458,SO00013,PRD00098,186,32.35,6017.37
SOL000459,SO00164,PRD00008,93,1113.96,103598.05
SOL000460,SO00017,PRD00077,45,2022.12,90995.2
SOL000461,SO00206,PRD00060,43,108.13,4649.69
SOL000462,SO00005,PRD00007,118,1877.65,221563.19
SOL000463,SO00089,PRD00098,155,32.08,4972.2
SOL000464,SO00291,PRD00006,179,1814.69,324828.62
SOL000465,SO00117,PRD00095,126,517.83,65246.81
SOL000466,SO00433,PRD00076,81,1097.76,88918.22
SOL000467,SO00404,PRD00045,171,2340.33,400195.84
SOL000468,SO00352,PRD00001,62,2532.37,157006.95
SOL000469,SO00015,PRD00009,108,2000.0,215999.63
SOL000470,SO00287,PRD00045,29,2163.27,62734.9
SOL000471,SO00347,PRD00017,177,2360.44,417797.51
SOL000472,SO00003,PRD00039,88,2060.33,181309.19
SOL000473,SO00095,PRD00072,25,1371.43,34285.78
SOL000474,SO00176,PRD00030,17,111.66,1898.18
SOL000475,SO00238,PRD00077,68,2159.38,146838.17
SOL000476,SO00352,PRD00087,176,2084.08,366797.55
SOL000477,SO00115,PRD00097,126,1255.1,158142.82
SOL000478,SO00427,PRD00098,85,27.21,2312.88
SOL000479,SO00409,PRD00093,186,863.48,160607.3
SOL000480,SO00058,PRD00019,62,33.27,2062.95
SOL000481,SO00295,PRD00004,71,1727.23,122633.53
SOL000482,SO00086,PRD00052,92,99.79,9180.77
SOL000483,SO00236,PRD00034,39,2506.85,97767.24
SOL000484,SO00431,PRD00087,98,2518.34,246797.31
SOL000485,SO00413,PRD00086,89,1617.69,143974.75
